time,gyro_x,gyro_y,gyro_z,absolute,activity
0 days 00:00:04.090000,-2.56,-1.45,0.39,2.97,walking
0 days 00:00:04.100000,-2.35,-1.44,0.46,2.79,walking
0 days 00:00:04.110000,-2.08,-1.53,0.466,2.62,walking
0 days 00:00:04.120000,-1.71,-1.58,0.437,2.36,walking
0 days 00:00:04.130000,-1.29,-1.61,0.394,2.1,walking
0 days 00:00:04.140000,-0.914,-1.75,0.286,2,walking
0 days 00:00:04.150000,-0.616,-1.63,0.101,1.75,walking
0 days 00:00:04.160000,-0.523,-0.968,0.0102,1.1,walking
0 days 00:00:04.170000,-0.687,-0.127,-0.0286,0.7,walking
0 days 00:00:04.180000,-0.975,0.399,-0.142,1.06,walking
0 days 00:00:04.190000,-1.27,0.392,-0.269,1.36,walking
0 days 00:00:04.200000,-1.46,0.154,-0.345,1.51,walking
0 days 00:00:04.210000,-1.46,-0.0596,-0.315,1.5,walking
0 days 00:00:04.220000,-1.33,-0.306,-0.261,1.39,walking
0 days 00:00:04.230000,-1.2,-0.677,-0.239,1.4,walking
0 days 00:00:04.240000,-1.07,-0.962,-0.232,1.46,walking
0 days 00:00:04.250000,-0.931,-1.11,-0.197,1.47,walking
0 days 00:00:04.260000,-0.812,-1.16,-0.169,1.43,walking
0 days 00:00:04.270000,-0.74,-1.06,-0.158,1.3,walking
0 days 00:00:04.280000,-0.713,-0.793,-0.138,1.08,walking
0 days 00:00:04.290000,-0.696,-0.338,-0.0987,0.78,walking
0 days 00:00:04.300000,-0.661,0.234,-0.0308,0.702,walking
0 days 00:00:04.310000,-0.602,0.735,0.0321,0.951,walking
0 days 00:00:04.320000,-0.524,1.02,0.0512,1.15,walking
0 days 00:00:04.330000,-0.443,1.06,0.0369,1.15,walking
0 days 00:00:04.340000,-0.388,0.872,0.00703,0.955,walking
0 days 00:00:04.350000,-0.364,0.547,-0.0244,0.658,walking
0 days 00:00:04.360000,-0.388,0.142,-0.0532,0.416,walking
0 days 00:00:04.370000,-0.464,-0.257,-0.0817,0.536,walking
0 days 00:00:04.380000,-0.559,-0.565,-0.111,0.802,walking
0 days 00:00:04.390000,-0.68,-0.784,-0.148,1.05,walking
0 days 00:00:04.400000,-0.819,-0.839,-0.186,1.19,walking
0 days 00:00:04.410000,-0.929,-0.717,-0.187,1.19,walking
0 days 00:00:04.420000,-1.02,-0.525,-0.17,1.16,walking
0 days 00:00:04.430000,-1.08,-0.312,-0.131,1.13,walking
0 days 00:00:04.440000,-1.11,-0.133,-0.0696,1.12,walking
0 days 00:00:04.450000,-1.1,-0.002,0.0206,1.1,walking
0 days 00:00:04.460000,-1.05,0.0666,0.128,1.06,walking
0 days 00:00:04.470000,-0.953,0.0524,0.242,0.984,walking
0 days 00:00:04.480000,-0.825,-0.056,0.357,0.901,walking
0 days 00:00:04.490000,-0.702,-0.227,0.422,0.85,walking
0 days 00:00:04.500000,-0.601,-0.425,0.437,0.856,walking
0 days 00:00:04.510000,-0.562,-0.591,0.429,0.921,walking
0 days 00:00:04.520000,-0.582,-0.649,0.422,0.968,walking
0 days 00:00:04.530000,-0.629,-0.594,0.411,0.958,walking
0 days 00:00:04.540000,-0.678,-0.494,0.375,0.919,walking
0 days 00:00:04.550000,-0.693,-0.419,0.316,0.869,walking
0 days 00:00:04.560000,-0.659,-0.409,0.272,0.822,walking
0 days 00:00:04.570000,-0.594,-0.439,0.252,0.78,walking
0 days 00:00:04.580000,-0.513,-0.473,0.275,0.75,walking
0 days 00:00:04.590000,-0.441,-0.499,0.291,0.727,walking
0 days 00:00:04.600000,-0.397,-0.533,0.279,0.721,walking
0 days 00:00:04.610000,-0.397,-0.534,0.258,0.713,walking
0 days 00:00:04.620000,-0.436,-0.472,0.232,0.684,walking
0 days 00:00:04.630000,-0.519,-0.353,0.193,0.656,walking
0 days 00:00:04.640000,-0.609,-0.206,0.148,0.66,walking
0 days 00:00:04.650000,-0.664,-0.114,0.104,0.681,walking
0 days 00:00:04.660000,-0.604,-0.078,0.0513,0.611,walking
0 days 00:00:04.670000,-0.422,-0.0174,-0.0287,0.423,walking
0 days 00:00:04.680000,-0.155,0.147,-0.106,0.239,walking
0 days 00:00:04.690000,0.125,0.322,-0.149,0.376,walking
0 days 00:00:04.700000,0.36,0.377,-0.184,0.553,walking
0 days 00:00:04.710000,0.536,0.288,-0.245,0.656,walking
0 days 00:00:04.720000,0.682,0.198,-0.351,0.792,walking
0 days 00:00:04.730000,0.828,0.213,-0.487,0.984,walking
0 days 00:00:04.740000,0.99,0.239,-0.592,1.18,walking
0 days 00:00:04.750000,1.2,0.174,-0.633,1.37,walking
0 days 00:00:04.760000,1.43,0.00474,-0.706,1.6,walking
0 days 00:00:04.770000,1.63,-0.255,-0.784,1.83,walking
0 days 00:00:04.780000,1.77,-0.509,-0.836,2.02,walking
0 days 00:00:04.790000,1.9,-0.66,-0.865,2.19,walking
0 days 00:00:04.800000,2.01,-0.708,-0.874,2.3,walking
0 days 00:00:04.810000,2.07,-0.713,-0.804,2.33,walking
0 days 00:00:04.820000,2.03,-0.78,-0.664,2.28,walking
0 days 00:00:04.830000,1.95,-0.837,-0.524,2.18,walking
0 days 00:00:04.840000,1.87,-0.866,-0.418,2.1,walking
0 days 00:00:04.850000,1.82,-0.819,-0.346,2.02,walking
0 days 00:00:04.860000,1.85,-0.628,-0.235,1.97,walking
0 days 00:00:04.870000,1.96,-0.363,-0.107,1.99,walking
0 days 00:00:04.880000,2.07,-0.0692,-0.0254,2.07,walking
0 days 00:00:04.890000,2.14,0.278,0.0292,2.16,walking
0 days 00:00:04.900000,2.15,0.707,0.049,2.27,walking
0 days 00:00:04.910000,2.09,1.24,0.0543,2.43,walking
0 days 00:00:04.920000,1.89,1.65,0.000445,2.51,walking
0 days 00:00:04.930000,1.71,1.76,-0.111,2.46,walking
0 days 00:00:04.940000,1.65,1.34,-0.272,2.14,walking
0 days 00:00:04.950000,1.71,0.531,-0.442,1.85,walking
0 days 00:00:04.960000,1.75,-0.0468,-0.488,1.82,walking
0 days 00:00:04.970000,1.66,-0.128,-0.533,1.75,walking
0 days 00:00:04.980000,1.53,0.0454,-0.552,1.62,walking
0 days 00:00:04.990000,1.45,0.277,-0.587,1.59,walking
0 days 00:00:05,1.47,0.487,-0.616,1.67,walking
0 days 00:00:05.010000,1.53,0.649,-0.613,1.78,walking
0 days 00:00:05.020000,1.62,0.777,-0.602,1.89,walking
0 days 00:00:05.030000,1.62,0.818,-0.612,1.91,walking
0 days 00:00:05.040000,1.61,0.932,-0.616,1.96,walking
0 days 00:00:05.050000,1.61,1.02,-0.603,2,walking
0 days 00:00:05.060000,1.56,1.07,-0.6,1.98,walking
0 days 00:00:05.070000,1.45,1.07,-0.608,1.9,walking
0 days 00:00:05.080000,1.27,1.04,-0.588,1.75,walking
0 days 00:00:05.090000,1.05,1.02,-0.549,1.56,walking
0 days 00:00:05.100000,0.818,1.04,-0.517,1.42,walking
0 days 00:00:05.110000,0.606,1.06,-0.469,1.31,walking
0 days 00:00:05.120000,0.444,1.11,-0.41,1.27,walking
0 days 00:00:05.130000,0.321,1.11,-0.347,1.21,walking
0 days 00:00:05.140000,0.235,1.13,-0.303,1.2,walking
0 days 00:00:05.150000,0.165,1.15,-0.264,1.19,walking
0 days 00:00:05.160000,0.103,1.13,-0.244,1.16,walking
0 days 00:00:05.170000,0.0258,1.06,-0.231,1.08,walking
0 days 00:00:05.180000,-0.0419,0.969,-0.216,0.994,walking
0 days 00:00:05.190000,-0.0805,0.905,-0.191,0.928,walking
0 days 00:00:05.200000,-0.0953,0.816,-0.17,0.839,walking
0 days 00:00:05.210000,-0.111,0.718,-0.151,0.743,walking
0 days 00:00:05.220000,-0.153,0.637,-0.154,0.673,walking
0 days 00:00:05.230000,-0.207,0.534,-0.103,0.582,walking
0 days 00:00:05.240000,-0.2,0.475,-0.0708,0.52,walking
0 days 00:00:05.250000,-0.16,0.463,-0.069,0.494,walking
0 days 00:00:05.260000,-0.111,0.467,-0.104,0.491,walking
0 days 00:00:05.270000,-0.0613,0.523,-0.129,0.542,walking
0 days 00:00:05.280000,-0.0106,0.679,-0.144,0.694,walking
0 days 00:00:05.290000,0.0643,0.903,-0.17,0.921,walking
0 days 00:00:05.300000,0.232,1.12,-0.215,1.16,walking
0 days 00:00:05.310000,0.503,1.24,-0.313,1.37,walking
0 days 00:00:05.320000,0.81,1.27,-0.447,1.58,walking
0 days 00:00:05.330000,1.01,1.25,-0.586,1.71,walking
0 days 00:00:05.340000,1.09,1.35,-0.613,1.84,walking
0 days 00:00:05.350000,1.04,1.49,-0.592,1.91,walking
0 days 00:00:05.360000,0.901,1.5,-0.582,1.84,walking
0 days 00:00:05.370000,0.758,1.38,-0.562,1.67,walking
0 days 00:00:05.380000,0.605,1.19,-0.527,1.44,walking
0 days 00:00:05.390000,0.423,1.03,-0.45,1.2,walking
0 days 00:00:05.400000,0.169,0.878,-0.315,0.948,walking
0 days 00:00:05.410000,-0.161,0.77,-0.147,0.801,walking
0 days 00:00:05.420000,-0.493,0.749,0.136,0.907,walking
0 days 00:00:05.430000,-0.782,0.652,0.452,1.11,walking
0 days 00:00:05.440000,-0.974,0.429,0.669,1.26,walking
0 days 00:00:05.450000,-0.932,0.203,0.793,1.24,walking
0 days 00:00:05.460000,-0.675,0.0848,0.718,0.989,walking
0 days 00:00:05.470000,-0.325,0.0161,0.344,0.474,walking
0 days 00:00:05.480000,-0.0192,-0.0576,-0.0773,0.0983,walking
0 days 00:00:05.490000,0.214,-0.13,-0.35,0.431,walking
0 days 00:00:05.500000,0.342,-0.186,-0.598,0.714,walking
0 days 00:00:05.510000,0.196,-0.467,-0.753,0.908,walking
0 days 00:00:05.520000,-0.346,-0.706,-0.796,1.12,walking
0 days 00:00:05.530000,-1.08,-0.709,-0.679,1.46,walking
0 days 00:00:05.540000,-1.71,-0.583,-0.465,1.86,walking
0 days 00:00:05.550000,-2.1,-0.629,-0.278,2.21,walking
0 days 00:00:05.560000,-2.31,-0.866,-0.152,2.47,walking
0 days 00:00:05.570000,-2.4,-1.14,-0.0961,2.66,walking
0 days 00:00:05.580000,-2.47,-1.38,0.00906,2.83,walking
0 days 00:00:05.590000,-2.52,-1.53,0.223,2.96,walking
0 days 00:00:05.600000,-2.53,-1.49,0.476,2.97,walking
0 days 00:00:05.610000,-2.37,-1.21,0.664,2.74,walking
0 days 00:00:05.620000,-2.01,-0.67,0.752,2.25,walking
0 days 00:00:05.630000,-1.67,-0.232,0.666,1.82,walking
0 days 00:00:05.640000,-1.38,-0.262,0.468,1.48,walking
0 days 00:00:05.650000,-0.972,-0.605,0.196,1.16,walking
0 days 00:00:05.660000,-0.662,-1.14,-0.019,1.32,walking
0 days 00:00:05.670000,-0.637,-1.56,-0.0894,1.69,walking
0 days 00:00:05.680000,-0.82,-1.67,-0.155,1.86,walking
0 days 00:00:05.690000,-1.09,-1.55,-0.261,1.91,walking
0 days 00:00:05.700000,-1.35,-1.33,-0.326,1.92,walking
0 days 00:00:05.710000,-1.53,-1.1,-0.322,1.91,walking
0 days 00:00:05.720000,-1.6,-0.949,-0.287,1.89,walking
0 days 00:00:05.730000,-1.55,-0.884,-0.238,1.8,walking
0 days 00:00:05.740000,-1.4,-0.916,-0.183,1.68,walking
0 days 00:00:05.750000,-1.2,-1.03,-0.137,1.59,walking
0 days 00:00:05.760000,-0.992,-1.15,-0.0861,1.52,walking
0 days 00:00:05.770000,-0.829,-1.17,-0.0444,1.43,walking
0 days 00:00:05.780000,-0.723,-1.09,0.00614,1.31,walking
0 days 00:00:05.790000,-0.632,-0.828,0.0878,1.05,walking
0 days 00:00:05.800000,-0.592,-0.482,0.151,0.778,walking
0 days 00:00:05.810000,-0.599,-0.145,0.167,0.638,walking
0 days 00:00:05.820000,-0.626,0.0851,0.152,0.65,walking
0 days 00:00:05.830000,-0.652,0.135,0.132,0.678,walking
0 days 00:00:05.840000,-0.667,0.0201,0.12,0.678,walking
0 days 00:00:05.850000,-0.68,-0.199,0.119,0.719,walking
0 days 00:00:05.860000,-0.691,-0.444,0.127,0.831,walking
0 days 00:00:05.870000,-0.679,-0.62,0.121,0.927,walking
0 days 00:00:05.880000,-0.664,-0.709,0.105,0.977,walking
0 days 00:00:05.890000,-0.649,-0.742,0.0907,0.989,walking
0 days 00:00:05.900000,-0.656,-0.754,0.0912,1,walking
0 days 00:00:05.910000,-0.693,-0.741,0.0988,1.02,walking
0 days 00:00:05.920000,-0.77,-0.655,0.106,1.02,walking
0 days 00:00:05.930000,-0.892,-0.488,0.132,1.03,walking
0 days 00:00:05.940000,-1.02,-0.272,0.169,1.07,walking
0 days 00:00:05.950000,-1.12,-0.0516,0.207,1.14,walking
0 days 00:00:05.960000,-1.16,0.0921,0.237,1.19,walking
0 days 00:00:05.970000,-1.14,0.0683,0.281,1.18,walking
0 days 00:00:05.980000,-1.06,-0.0924,0.317,1.11,walking
0 days 00:00:05.990000,-0.922,-0.285,0.341,1.02,walking
0 days 00:00:06,-0.757,-0.464,0.369,0.962,walking
0 days 00:00:06.010000,-0.623,-0.61,0.391,0.955,walking
0 days 00:00:06.020000,-0.563,-0.728,0.396,1,walking
0 days 00:00:06.030000,-0.571,-0.834,0.371,1.08,walking
0 days 00:00:06.040000,-0.586,-0.912,0.347,1.14,walking
0 days 00:00:06.050000,-0.553,-0.935,0.312,1.13,walking
0 days 00:00:06.060000,-0.487,-0.918,0.255,1.07,walking
0 days 00:00:06.070000,-0.445,-0.891,0.194,1.01,walking
0 days 00:00:06.080000,-0.458,-0.864,0.141,0.988,walking
0 days 00:00:06.090000,-0.52,-0.858,0.0979,1.01,walking
0 days 00:00:06.100000,-0.611,-0.857,0.0501,1.05,walking
0 days 00:00:06.110000,-0.73,-0.848,-0.00217,1.12,walking
0 days 00:00:06.120000,-0.867,-0.785,-0.0473,1.17,walking
0 days 00:00:06.130000,-1.01,-0.661,-0.0842,1.21,walking
0 days 00:00:06.140000,-1.14,-0.541,-0.112,1.27,walking
0 days 00:00:06.150000,-1.19,-0.449,-0.13,1.28,walking
0 days 00:00:06.160000,-1.05,-0.342,-0.142,1.12,walking
0 days 00:00:06.170000,-0.705,-0.182,-0.16,0.745,walking
0 days 00:00:06.180000,-0.24,-0.0825,-0.16,0.3,walking
0 days 00:00:06.190000,0.172,-0.0952,-0.156,0.251,walking
0 days 00:00:06.200000,0.434,-0.136,-0.187,0.492,walking
0 days 00:00:06.210000,0.529,-0.0498,-0.265,0.594,walking
0 days 00:00:06.220000,0.538,0.164,-0.389,0.684,walking
0 days 00:00:06.230000,0.595,0.307,-0.54,0.86,walking
0 days 00:00:06.240000,0.747,0.2,-0.66,1.02,walking
0 days 00:00:06.250000,0.976,-0.145,-0.745,1.24,walking
0 days 00:00:06.260000,1.22,-0.546,-0.812,1.57,walking
0 days 00:00:06.270000,1.43,-0.871,-0.86,1.89,walking
0 days 00:00:06.280000,1.6,-1.08,-0.876,2.12,walking
0 days 00:00:06.290000,1.73,-1.15,-0.863,2.25,walking
0 days 00:00:06.300000,1.85,-1.09,-0.814,2.3,walking
0 days 00:00:06.310000,1.97,-0.997,-0.722,2.32,walking
0 days 00:00:06.320000,2.03,-0.972,-0.586,2.33,walking
0 days 00:00:06.330000,2.04,-0.977,-0.425,2.3,walking
0 days 00:00:06.340000,2.05,-0.863,-0.244,2.24,walking
0 days 00:00:06.350000,2.12,-0.593,-0.0339,2.2,walking
0 days 00:00:06.360000,2.19,-0.267,0.13,2.21,walking
0 days 00:00:06.370000,2.22,0.0461,0.209,2.23,walking
0 days 00:00:06.380000,2.21,0.352,0.231,2.25,walking
0 days 00:00:06.390000,2.19,0.772,0.245,2.33,walking
0 days 00:00:06.400000,2.11,1.2,0.253,2.44,walking
0 days 00:00:06.410000,1.97,1.61,0.19,2.55,walking
0 days 00:00:06.420000,1.83,1.77,0.0605,2.55,walking
0 days 00:00:06.430000,1.75,1.31,-0.0752,2.19,walking
0 days 00:00:06.440000,1.72,0.524,-0.294,1.82,walking
0 days 00:00:06.450000,1.63,-0.0559,-0.425,1.69,walking
0 days 00:00:06.460000,1.52,-0.276,-0.397,1.6,walking
0 days 00:00:06.470000,1.43,-0.303,-0.364,1.5,walking
0 days 00:00:06.480000,1.37,-0.124,-0.411,1.44,walking
0 days 00:00:06.490000,1.36,0.188,-0.449,1.45,walking
0 days 00:00:06.500000,1.43,0.533,-0.466,1.6,walking
0 days 00:00:06.510000,1.57,0.848,-0.457,1.84,walking
0 days 00:00:06.520000,1.73,1.07,-0.448,2.08,walking
0 days 00:00:06.530000,1.84,1.09,-0.419,2.18,walking
0 days 00:00:06.540000,1.89,0.939,-0.397,2.14,walking
0 days 00:00:06.550000,1.84,0.801,-0.383,2.04,walking
0 days 00:00:06.560000,1.71,0.779,-0.365,1.92,walking
0 days 00:00:06.570000,1.52,0.831,-0.352,1.76,walking
0 days 00:00:06.580000,1.27,0.907,-0.324,1.59,walking
0 days 00:00:06.590000,0.995,0.922,-0.283,1.39,walking
0 days 00:00:06.600000,0.731,0.891,-0.247,1.18,walking
0 days 00:00:06.610000,0.502,0.875,-0.229,1.03,walking
0 days 00:00:06.620000,0.299,0.843,-0.228,0.923,walking
0 days 00:00:06.630000,0.121,0.795,-0.224,0.835,walking
0 days 00:00:06.640000,-0.0376,0.736,-0.218,0.768,walking
0 days 00:00:06.650000,-0.171,0.705,-0.211,0.755,walking
0 days 00:00:06.660000,-0.263,0.691,-0.2,0.766,walking
0 days 00:00:06.670000,-0.31,0.675,-0.189,0.767,walking
0 days 00:00:06.680000,-0.321,0.675,-0.171,0.767,walking
0 days 00:00:06.690000,-0.292,0.677,-0.154,0.753,walking
0 days 00:00:06.700000,-0.227,0.663,-0.137,0.714,walking
0 days 00:00:06.710000,-0.157,0.644,-0.121,0.674,walking
0 days 00:00:06.720000,-0.0922,0.644,-0.109,0.659,walking
0 days 00:00:06.730000,-0.0414,0.675,-0.101,0.684,walking
0 days 00:00:06.740000,-0.0137,0.677,-0.118,0.687,walking
0 days 00:00:06.750000,-0.0073,0.645,-0.169,0.667,walking
0 days 00:00:06.760000,-0.000314,0.616,-0.171,0.639,walking
0 days 00:00:06.770000,0.0219,0.635,-0.179,0.66,walking
0 days 00:00:06.780000,0.0389,0.677,-0.183,0.702,walking
0 days 00:00:06.790000,0.0755,0.772,-0.148,0.79,walking
0 days 00:00:06.800000,0.199,0.912,-0.114,0.94,walking
0 days 00:00:06.810000,0.377,1.02,-0.115,1.09,walking
0 days 00:00:06.820000,0.554,1.08,-0.161,1.22,walking
0 days 00:00:06.830000,0.668,1.18,-0.239,1.37,walking
0 days 00:00:06.840000,0.679,1.31,-0.325,1.52,walking
0 days 00:00:06.850000,0.612,1.45,-0.388,1.62,walking
0 days 00:00:06.860000,0.504,1.46,-0.458,1.61,walking
0 days 00:00:06.870000,0.416,1.41,-0.494,1.55,walking
0 days 00:00:06.880000,0.316,1.31,-0.48,1.43,walking
0 days 00:00:06.890000,0.163,1.08,-0.496,1.2,walking
0 days 00:00:06.900000,-0.0649,0.742,-0.423,0.857,walking
0 days 00:00:06.910000,-0.312,0.493,-0.239,0.631,walking
0 days 00:00:06.920000,-0.522,0.38,-0.0344,0.646,walking
0 days 00:00:06.930000,-0.65,0.273,0.105,0.712,walking
0 days 00:00:06.940000,-0.684,0.138,0.155,0.715,walking
0 days 00:00:06.950000,-0.593,0.0615,0.186,0.624,walking
0 days 00:00:06.960000,-0.363,0.132,0.247,0.459,walking
0 days 00:00:06.970000,-0.0949,0.295,0.217,0.379,walking
0 days 00:00:06.980000,0.0812,0.384,0.0218,0.393,walking
0 days 00:00:06.990000,0.234,0.376,-0.159,0.47,walking
0 days 00:00:07,0.29,0.177,-0.349,0.488,walking
0 days 00:00:07.010000,0.134,-0.265,-0.498,0.58,walking
0 days 00:00:07.020000,-0.253,-0.72,-0.587,0.963,walking
0 days 00:00:07.030000,-0.807,-0.988,-0.622,1.42,walking
0 days 00:00:07.040000,-1.36,-1.04,-0.522,1.79,walking
0 days 00:00:07.050000,-1.83,-1.1,-0.333,2.16,walking
0 days 00:00:07.060000,-2.17,-1.24,-0.178,2.51,walking
0 days 00:00:07.070000,-2.4,-1.38,0.0335,2.77,walking
0 days 00:00:07.080000,-2.56,-1.48,0.322,2.98,walking
0 days 00:00:07.090000,-2.7,-1.51,0.582,3.15,walking
0 days 00:00:07.100000,-2.73,-1.42,0.676,3.15,walking
0 days 00:00:07.110000,-2.5,-1.14,0.677,2.83,walking
0 days 00:00:07.120000,-1.99,-0.658,0.61,2.18,walking
0 days 00:00:07.130000,-1.43,-0.232,0.529,1.55,walking
0 days 00:00:07.140000,-1,-0.177,0.449,1.11,walking
0 days 00:00:07.150000,-0.529,-0.326,0.341,0.709,walking
0 days 00:00:07.160000,-0.209,-0.742,0.21,0.799,walking
0 days 00:00:07.170000,-0.102,-1.33,0.0636,1.34,walking
0 days 00:00:07.180000,-0.0953,-1.8,-0.0546,1.8,walking
0 days 00:00:07.190000,-0.202,-1.91,-0.166,1.93,walking
0 days 00:00:07.200000,-0.516,-1.52,-0.279,1.63,walking
0 days 00:00:07.210000,-0.94,-0.842,-0.348,1.31,walking
0 days 00:00:07.220000,-1.26,-0.298,-0.35,1.34,walking
0 days 00:00:07.230000,-1.43,-0.0297,-0.309,1.46,walking
0 days 00:00:07.240000,-1.45,-0.0503,-0.249,1.47,walking
0 days 00:00:07.250000,-1.35,-0.24,-0.185,1.39,walking
0 days 00:00:07.260000,-1.17,-0.499,-0.135,1.28,walking
0 days 00:00:07.270000,-0.95,-0.755,-0.0613,1.21,walking
0 days 00:00:07.280000,-0.735,-0.905,0.0235,1.17,walking
0 days 00:00:07.290000,-0.573,-0.925,0.103,1.09,walking
0 days 00:00:07.300000,-0.501,-0.791,0.144,0.947,walking
0 days 00:00:07.310000,-0.523,-0.496,0.17,0.741,walking
0 days 00:00:07.320000,-0.63,-0.106,0.201,0.67,walking
0 days 00:00:07.330000,-0.748,0.264,0.233,0.826,walking
0 days 00:00:07.340000,-0.839,0.535,0.243,1.02,walking
0 days 00:00:07.350000,-0.898,0.594,0.238,1.1,walking
0 days 00:00:07.360000,-0.93,0.467,0.215,1.06,walking
0 days 00:00:07.370000,-0.925,0.211,0.194,0.968,walking
0 days 00:00:07.380000,-0.896,-0.0758,0.178,0.916,walking
0 days 00:00:07.390000,-0.867,-0.344,0.168,0.947,walking
0 days 00:00:07.400000,-0.868,-0.598,0.148,1.06,walking
0 days 00:00:07.410000,-0.912,-0.793,0.141,1.22,walking
0 days 00:00:07.420000,-0.982,-0.881,0.146,1.33,walking
0 days 00:00:07.430000,-1.06,-0.885,0.147,1.39,walking
0 days 00:00:07.440000,-1.12,-0.836,0.165,1.41,walking
0 days 00:00:07.450000,-1.15,-0.78,0.181,1.4,walking
0 days 00:00:07.460000,-1.16,-0.73,0.208,1.38,walking
0 days 00:00:07.470000,-1.14,-0.664,0.217,1.34,walking
0 days 00:00:07.480000,-1.11,-0.576,0.237,1.28,walking
0 days 00:00:07.490000,-1.09,-0.434,0.251,1.2,walking
0 days 00:00:07.500000,-1.05,-0.252,0.316,1.13,walking
0 days 00:00:07.510000,-1,-0.107,0.384,1.08,walking
0 days 00:00:07.520000,-0.918,-0.0427,0.4,1,walking
0 days 00:00:07.530000,-0.804,-0.0842,0.421,0.911,walking
0 days 00:00:07.540000,-0.668,-0.255,0.439,0.839,walking
0 days 00:00:07.550000,-0.511,-0.509,0.437,0.843,walking
0 days 00:00:07.560000,-0.356,-0.735,0.412,0.915,walking
0 days 00:00:07.570000,-0.241,-0.875,0.369,0.98,walking
0 days 00:00:07.580000,-0.189,-0.911,0.3,0.977,walking
0 days 00:00:07.590000,-0.235,-0.883,0.207,0.937,walking
0 days 00:00:07.600000,-0.375,-0.842,0.0931,0.926,walking
0 days 00:00:07.610000,-0.573,-0.813,-0.0059,0.995,walking
0 days 00:00:07.620000,-0.742,-0.755,-0.0679,1.06,walking
0 days 00:00:07.630000,-0.875,-0.749,-0.0885,1.16,walking
0 days 00:00:07.640000,-0.945,-0.817,-0.094,1.25,walking
0 days 00:00:07.650000,-0.895,-0.81,-0.117,1.21,walking
0 days 00:00:07.660000,-0.721,-0.67,-0.146,0.995,walking
0 days 00:00:07.670000,-0.445,-0.425,-0.174,0.64,walking
0 days 00:00:07.680000,-0.128,-0.125,-0.2,0.268,walking
0 days 00:00:07.690000,0.173,0.129,-0.249,0.329,walking
0 days 00:00:07.700000,0.407,0.293,-0.315,0.592,walking
0 days 00:00:07.710000,0.567,0.449,-0.392,0.823,walking
0 days 00:00:07.720000,0.668,0.534,-0.5,0.99,walking
0 days 00:00:07.730000,0.759,0.462,-0.644,1.1,walking
0 days 00:00:07.740000,0.918,0.287,-0.751,1.22,walking
0 days 00:00:07.750000,1.15,0.0534,-0.812,1.41,walking
0 days 00:00:07.760000,1.39,-0.202,-0.828,1.63,walking
0 days 00:00:07.770000,1.61,-0.434,-0.809,1.86,walking
0 days 00:00:07.780000,1.82,-0.62,-0.765,2.07,walking
0 days 00:00:07.790000,1.99,-0.783,-0.69,2.25,walking
0 days 00:00:07.800000,2.1,-0.974,-0.563,2.38,walking
0 days 00:00:07.810000,2.13,-1.19,-0.458,2.48,walking
0 days 00:00:07.820000,2.1,-1.37,-0.37,2.53,walking
0 days 00:00:07.830000,2.04,-1.42,-0.292,2.5,walking
0 days 00:00:07.840000,2.03,-1.22,-0.216,2.37,walking
0 days 00:00:07.850000,1.97,-1,-0.0657,2.21,walking
0 days 00:00:07.860000,2.02,-0.387,0.0554,2.06,walking
0 days 00:00:07.870000,2.13,0.397,0.139,2.17,walking
0 days 00:00:07.880000,2.12,1.1,0.224,2.39,walking
0 days 00:00:07.890000,2.03,1.92,0.0757,2.79,walking
0 days 00:00:07.900000,1.78,2.78,-0.0252,3.3,walking
0 days 00:00:07.910000,1.46,2.85,-0.0257,3.2,walking
0 days 00:00:07.920000,1.47,1.84,-0.116,2.36,walking
0 days 00:00:07.930000,1.64,0.587,-0.344,1.77,walking
0 days 00:00:07.940000,1.68,-0.0287,-0.509,1.75,walking
0 days 00:00:07.950000,1.57,-0.185,-0.576,1.69,walking
0 days 00:00:07.960000,1.44,-0.0795,-0.583,1.55,walking
